"ID","NAME_TH","APP_NAME_TH","NAME_EN","APP_NAME_EN","GROUP_TYPE_TH","GROUP_TYPE_EN","CATEGORY_TH","CATEGORY_EN","UNIT_TH","UNIT_EN"
P14014,มะม่วงเขียวเสวย เบอร์ 0,มะม่วงเขียวเสวย เบอร์ 0 ขายปลีก,Khieo Sawoei Mango (No.0),Khieo Sawoei Mango (No.0) Retail,ผลไม้,Fruit,ขายปลีก,Retail,"",""
P14015,มะม่วงเขียวเสวย เบอร์ 1,มะม่วงเขียวเสวย เบอร์ 1 ขายปลีก,Khieo Sawoei Mango (No.1),Khieo Sawoei Mango (No.1) Retail,ผลไม้,Fruit,ขายปลีก,Retail,"",""
P14016,เงาะโรงเรียน,เงาะโรงเรียน ขายปลีก,Rong-Rean Rambutan,Rong-Rean Rambutan Retail,ผลไม้,Fruit,ขายปลีก,Retail,"",""
P14017,มังคุด (ผิวมัน),มังคุด (ผิวมัน) ขายปลีก,Mangosteen (Shiny Peel),Mangosteen (Shiny Peel) Retail,ผลไม้,Fruit,ขายปลีก,Retail,"",""
P14018,มังคุด (ผิวกระ),มังคุด (ผิวกระ) ขายปลีก,Mangosteen (Spotted Peel),Mangosteen (Spotted Peel) Retail,ผลไม้,Fruit,ขายปลีก,Retail,"",""
P14019,ทุเรียนชะนี,ทุเรียนชะนี ขายปลีก,Chanee (Gibbon) Durian,Chanee (Gibbon) Durian Retail,ผลไม้,Fruit,ขายปลีก,Retail,"",""
P14020,ทุเรียนหมอนทอง,ทุเรียนหมอนทอง ขายปลีก,Mon Thong (Golden Pillow) Durian,Mon Thong (Golden Pillow) Durian Retail,ผลไม้,Fruit,ขายปลีก,Retail,"",""
P14021,ลองกอง,ลองกอง ขายปลีก,Longkong (Langsat),Longkong (Langsat) Retail,ผลไม้,Fruit,ขายปลีก,Retail,"",""
P14022,ลิ้นจี่ พันธุ์ฮงฮวย,ลิ้นจี่ พันธุ์ฮงฮวย ขายปลีก,Hong Huay Lychee,Hong Huay Lychee Retail,ผลไม้,Fruit,ขายปลีก,Retail,"",""
P14023,ลิ้นจี่ พันธุ์จักรพรรดิ์,ลิ้นจี่ พันธุ์จักรพรรดิ์ ขายปลีก,Chakraphat Lychee,Chakraphat Lychee Retail,ผลไม้,Fruit,ขายปลีก,Retail,"",""
P14024,ส้มโอ ขาวทองดี ใหญ่,ส้มโอ ขาวทองดี ใหญ่ ขายปลีก,Large Thong Dee Pomelo,Large Thong Dee Pomelo Retail,ผลไม้,Fruit,ขายปลีก,Retail,"",""
P14025,ส้มโอ ขาวทองดี เล็ก,ส้มโอ ขาวทองดี เล็ก ขายปลีก,Small Thong Dee Pomelo,Small Thong Dee Pomelo Retail,ผลไม้,Fruit,ขายปลีก,Retail,"",""
P14026,สับปะรด ศรีราชา เบอร์ 1,สับปะรด ศรีราชา เบอร์ 1 ขายปลีก,Si Racha Pineapple (No.1),Si Racha Pineapple (No.1) Retail,ผลไม้,Fruit,ขายปลีก,Retail,"",""
P14027,สับปะรด ศรีราชา เบอร์ 2,สับปะรด ศรีราชา เบอร์ 2 ขายปลีก,Si Racha Pineapple (No.2),Si Racha Pineapple (No.2) Retail,ผลไม้,Fruit,ขายปลีก,Retail,"",""
P14028,สับปะรด ศรีราชา เบอร์ 3,สับปะรด ศรีราชา เบอร์ 3 ขายปลีก,Si Racha Pineapple (No.3),Si Racha Pineapple (No.3) Retail,ผลไม้,Fruit,ขายปลีก,Retail,"",""
P14029,น้อยหน่า,น้อยหน่า ขายปลีก,Sugar Apple,Sugar Apple Retail,ผลไม้,Fruit,ขายปลีก,Retail,"",""
P14030,ลำไย อีดอ,ลำไย อีดอ ขายปลีก,E-Daw Longan,E-Daw Longan Retail,ผลไม้,Fruit,ขายปลีก,Retail,"",""
P14031,องุ่นพันธุ์ไวท์มะละกา คัด,องุ่นพันธุ์ไวท์มะละกา คัด ขายปลีก,White Malaka Grape (Premium Grade),White Malaka Grape (Premium Grade) Retail,ผลไม้,Fruit,ขายปลีก,Retail,"",""
P14032,องุ่นพันธุ์ไวท์มะละกา คละ,องุ่นพันธุ์ไวท์มะละกา คละ ขายปลีก,White Malaka Grape (Mixed Grade),White Malaka Grape (Mixed Grade) Retail,ผลไม้,Fruit,ขายปลีก,Retail,"",""
W13029,กระชายขาว,กระชายขาว ขายส่ง,Fingerroot,Fingerroot Wholesale,ผักสด,Fresh Vegetable,ขายส่ง,Wholesale,"",""
P14033,มะละกอฮอลแลนด์,มะละกอฮอลแลนด์ ขายปลีก,Holland Papaya,Holland Papaya Retail,ผลไม้,Fruit,ขายปลีก,Retail,"",""
P14034,กล้วยหอมทอง ใหญ่ (14 ผล),กล้วยหอมทอง ใหญ่ (14 ผล) ขายปลีก,Large Gros Michel Banana (14 Bananas),Large Gros Michel Banana (14 Bananas) Retail,ผลไม้,Fruit,ขายปลีก,Retail,"",""
P14035,ส้มโอ ขาวน้ำผึ้ง ใหญ่,ส้มโอ ขาวน้ำผึ้ง ใหญ่ ขายปลีก,Large Khao Namphueng Pomelo,Large Khao Namphueng Pomelo Retail,ผลไม้,Fruit,ขายปลีก,Retail,"",""
P14036,ส้มโอ ขาวน้ำผึ้ง เล็ก,ส้มโอ ขาวน้ำผึ้ง เล็ก ขายปลีก,Small Khao Namphueng Pomelo,Small Khao Namphueng Pomelo Retail,ผลไม้,Fruit,ขายปลีก,Retail,"",""
P15032,มันฝรั่ง เกรดบี,มันฝรั่ง เกรดบี ขายปลีก,Potato (B-Grade),Potato (B-Grade) Retail,พืชอาหาร,Food Crop,ขายปลีก,Retail,"",""
P14037,กล้วยหอมทอง อินทรีย์ ร้านเลมอนฟาร์ม,กล้วยหอมทอง อินทรีย์ ร้านเลมอนฟาร์ม ขายปลีก,Organic Gros Michel Banana (Lemon Farm),Organic Gros Michel Banana (Lemon Farm) Retail,ผัก-ผลไม้อินทรีย์,Organic Vegetable and Fruit,ขายปลีก,Retail,"",""
P14038,กล้วยหอมทอง อินทรีย์ ท็อปซูเปอร์มาร์เก็ต,กล้วยหอมทอง อินทรีย์ ท็อปซูเปอร์มาร์เก็ต ขายปลีก,Organic Gros Michel Banana (Tops Supermarket),Organic Gros Michel Banana (Tops Supermarket) Retail,ผัก-ผลไม้อินทรีย์,Organic Vegetable and Fruit,ขายปลีก,Retail,"",""
P14039,กล้วยน้ำว้า อินทรีย์ ร้านเลมอนฟาร์ม,กล้วยน้ำว้า อินทรีย์ ร้านเลมอนฟาร์ม ขายปลีก,Organic Namwa Banana (Lemon Farm),Organic Namwa Banana (Lemon Farm) Retail,ผัก-ผลไม้อินทรีย์,Organic Vegetable and Fruit,ขายปลีก,Retail,"",""
P14040,กล้วยน้ำว้า อินทรีย์ ท็อปซูเปอร์มาร์เก็ต,กล้วยน้ำว้า อินทรีย์ ท็อปซูเปอร์มาร์เก็ต ขายปลีก,Organic Namwa Banana (Tops Supermarket),Organic Namwa Banana (Tops Supermarket) Retail,ผัก-ผลไม้อินทรีย์,Organic Vegetable and Fruit,ขายปลีก,Retail,"",""
P14041,กล้วยไข่ อินทรีย์ ร้านเลมอนฟาร์ม,กล้วยไข่ อินทรีย์ ร้านเลมอนฟาร์ม ขายปลีก,Organic Kluai Khai Banana (Lemon Farm),Organic Kluai Khai Banana (Lemon Farm) Retail,ผัก-ผลไม้อินทรีย์,Organic Vegetable and Fruit,ขายปลีก,Retail,"",""
P14042,กล้วยไข่ อินทรีย์ ท็อปซูเปอร์มาร์เก็ต,กล้วยไข่ อินทรีย์ ท็อปซูเปอร์มาร์เก็ต ขายปลีก,Organic Kluai Khai Banana (Tops Supermarket),Organic Kluai Khai Banana (Tops Supermarket) Retail,ผัก-ผลไม้อินทรีย์,Organic Vegetable and Fruit,ขายปลีก,Retail,"",""
P14043,กล้วยเล็บมือนาง อินทรีย์ ร้านเลมอนฟาร์ม,กล้วยเล็บมือนาง อินทรีย์ ร้านเลมอนฟาร์ม ขายปลีก,Organic Lebmuernang Banana (Lemon Farm),Organic Lebmuernang Banana (Lemon Farm) Retail,ผัก-ผลไม้อินทรีย์,Organic Vegetable and Fruit,ขายปลีก,Retail,"",""
P14044,กล้วยเล็บมือนาง อินทรีย์ ท็อปซูเปอร์มาร์เก็ต,กล้วยเล็บมือนาง อินทรีย์ ท็อปซูเปอร์มาร์เก็ต ขายปลีก,Organic Lebmuernang Banana (Tops Supermarket),Organic Lebmuernang Banana (Tops Supermarket) Retail,ผัก-ผลไม้อินทรีย์,Organic Vegetable and Fruit,ขายปลีก,Retail,"",""
P14045,ฝรั่งพันธุ์กิมจู อินทรีย์ ร้านเลมอนฟาร์ม,ฝรั่งพันธุ์กิมจู อินทรีย์ ร้านเลมอนฟาร์ม ขายปลีก,Organic Kimju Guava (Lemon Farm),Organic Kimju Guava (Lemon Farm) Retail,ผัก-ผลไม้อินทรีย์,Organic Vegetable and Fruit,ขายปลีก,Retail,"",""
P14046,ฝรั่งพันธุ์กิมจู อินทรีย์ ท็อปซูเปอร์มาร์เก็ต,ฝรั่งพันธุ์กิมจู อินทรีย์ ท็อปซูเปอร์มาร์เก็ต ขายปลีก,Organic Kimju Guava (Tops Supermarket),Organic Kimju Guava (Tops Supermarket) Retail,ผัก-ผลไม้อินทรีย์,Organic Vegetable and Fruit,ขายปลีก,Retail,"",""
P15001,กระเทียมแห้ง มัดจุก หัวใหญ่,กระเทียมแห้ง มัดจุก หัวใหญ่ ขายปลีก,Bundled Large Dried Garlics,Bundled Large Dried Garlics Retail,พืชอาหาร,Food Crop,ขายปลีก,Retail,"",""
P15002,กระเทียมแห้ง มัดจุก หัวกลาง,กระเทียมแห้ง มัดจุก หัวกลาง ขายปลีก,Bundled Medium-Sized Dried Garlics,Bundled Medium-Sized Dried Garlics Retail,พืชอาหาร,Food Crop,ขายปลีก,Retail,"",""
P15003,กระเทียมแห้ง มัดจุก หัวเล็ก,กระเทียมแห้ง มัดจุก หัวเล็ก ขายปลีก,Bundled Small Dried Garlics,Bundled Small Dried Garlics Retail,พืชอาหาร,Food Crop,ขายปลีก,Retail,"",""
P15004,กระเทียมแห้ง ตัดจุก หัวใหญ่,กระเทียมแห้ง ตัดจุก หัวใหญ่ ขายปลีก,Large Dried Garlic (Head),Large Dried Garlic (Head) Retail,พืชอาหาร,Food Crop,ขายปลีก,Retail,"",""
P15005,กระเทียมแห้ง ตัดจุก หัวกลาง,กระเทียมแห้ง ตัดจุก หัวกลาง ขายปลีก,Medium-Sized Dried Garlic (Head),Medium-Sized Dried Garlic (Head) Retail,พืชอาหาร,Food Crop,ขายปลีก,Retail,"",""
P15006,กระเทียมแห้งตัดจุก หัวเล็ก,กระเทียมแห้งตัดจุก หัวเล็ก ขายปลีก,Small Dried Garlic (Head),Small Dried Garlic (Head) Retail,พืชอาหาร,Food Crop,ขายปลีก,Retail,"",""
P15007,กระเทียมแห้ง แกะกลีบ กลีบใหญ่,กระเทียมแห้ง แกะกลีบ กลีบใหญ่ ขายปลีก,Large Dried Garlic (Clove),Large Dried Garlic (Clove) Retail,พืชอาหาร,Food Crop,ขายปลีก,Retail,"",""
P15008,กระเทียมแห้ง แกะกลีบ กลีบกลาง,กระเทียมแห้ง แกะกลีบ กลีบกลาง ขายปลีก,Medium-Sized Dried Garlic (Clove),Medium-Sized Dried Garlic (Clove) Retail,พืชอาหาร,Food Crop,ขายปลีก,Retail,"",""
W11031,ไข่ไก่ เบอร์ 3,ไข่ไก่ เบอร์ 3 ขายส่ง,Chicken Egg (No.3),Chicken Egg (No.3) Wholesale,เนื้อสัตว์,Meat,ขายส่ง,Wholesale,"",""
P15009,กระเทียมแห้ง แกะกลีบ กลีบเล็ก,กระเทียมแห้ง แกะกลีบ กลีบเล็ก ขายปลีก,Small Dried Garlic (Clove),Small Dried Garlic (Clove) Retail,พืชอาหาร,Food Crop,ขายปลีก,Retail,"",""
P15010,หอมแดงภาคเหนือ มัดจุก หัวใหญ่,หอมแดงภาคเหนือ มัดจุก หัวใหญ่ ขายปลีก,Bundled Large Northern Thai Shallots,Bundled Large Northern Thai Shallots Retail,พืชอาหาร,Food Crop,ขายปลีก,Retail,"",""
P15011,หอมแดงภาคเหนือ มัดจุก หัวกลาง,หอมแดงภาคเหนือ มัดจุก หัวกลาง ขายปลีก,Bundled Medium-Sized Northern Thai Shallots,Bundled Medium-Sized Northern Thai Shallots Retail,พืชอาหาร,Food Crop,ขายปลีก,Retail,"",""
P15012,หอมแดงภาคเหนือ มัดจุก หัวเล็ก,หอมแดงภาคเหนือ มัดจุก หัวเล็ก ขายปลีก,Bundled Small Northern Thai Shallots,Bundled Small Northern Thai Shallots Retail,พืชอาหาร,Food Crop,ขายปลีก,Retail,"",""
P15013,หอมแดงภาคเหนือ ตัดจุก หัวใหญ่,หอมแดงภาคเหนือ ตัดจุก หัวใหญ่ ขายปลีก,Large Northern Thai Shallot (Head),Large Northern Thai Shallot (Head) Retail,พืชอาหาร,Food Crop,ขายปลีก,Retail,"",""
P15014,หอมแดงภาคเหนือ ตัดจุก หัวกลาง,หอมแดงภาคเหนือ ตัดจุก หัวกลาง ขายปลีก,Medium-Sized Northern Thai Shallot (Head),Medium-Sized Northern Thai Shallot (Head) Retail,พืชอาหาร,Food Crop,ขายปลีก,Retail,"",""
P15015,หอมแดงภาคเหนือ ตัดจุก หัวเล็ก,หอมแดงภาคเหนือ ตัดจุก หัวเล็ก ขายปลีก,Small Northern Thai Shallot (Head),Small Northern Thai Shallot (Head) Retail,พืชอาหาร,Food Crop,ขายปลีก,Retail,"",""
P15016,หอมแดงศรีสะเกษ มัดจุก หัวใหญ่,หอมแดงศรีสะเกษ มัดจุก หัวใหญ่ ขายปลีก,Bundled Large Si Sa Ket Shallots,Bundled Large Si Sa Ket Shallots Retail,พืชอาหาร,Food Crop,ขายปลีก,Retail,"",""
P15017,หอมแดงศรีสะเกษ มัดจุก หัวกลาง,หอมแดงศรีสะเกษ มัดจุก หัวกลาง ขายปลีก,Bundled Medium-Sized Si Sa Ket Shallots,Bundled Medium-Sized Si Sa Ket Shallots Retail,พืชอาหาร,Food Crop,ขายปลีก,Retail,"",""
P15018,หอมแดงศรีสะเกษ มัดจุก หัวเล็ก,หอมแดงศรีสะเกษ มัดจุก หัวเล็ก ขายปลีก,Bundled Small Si Sa Ket Shallots,Bundled Small Si Sa Ket Shallots Retail,พืชอาหาร,Food Crop,ขายปลีก,Retail,"",""
P15019,หอมแดงศรีสะเกษ ตัดจุก หัวใหญ่,หอมแดงศรีสะเกษ ตัดจุก หัวใหญ่ ขายปลีก,Large Si Sa Ket Shallot (Head),Large Si Sa Ket Shallot (Head) Retail,พืชอาหาร,Food Crop,ขายปลีก,Retail,"",""
P15020,หอมแดงศรีสะเกษ ตัดจุก หัวกลาง,หอมแดงศรีสะเกษ ตัดจุก หัวกลาง ขายปลีก,Medium-Sized Si Sa Ket Shallot (Head),Medium-Sized Si Sa Ket Shallot (Head) Retail,พืชอาหาร,Food Crop,ขายปลีก,Retail,"",""
P15021,หอมแดงศรีสะเกษ ตัดจุก หัวเล็ก,หอมแดงศรีสะเกษ ตัดจุก หัวเล็ก ขายปลีก,Small Si Sa Ket Shallot (Head),Small Si Sa Ket Shallot (Head) Retail,พืชอาหาร,Food Crop,ขายปลีก,Retail,"",""
P15022,หอมหัวใหญ่ สันป่าตอง เบอร์ 0-1,หอมหัวใหญ่ สันป่าตอง เบอร์ 0-1 ขายปลีก,"Onion (No.0–1, San Pa Tong)","Onion (No.0–1, San Pa Tong) Retail",พืชอาหาร,Food Crop,ขายปลีก,Retail,"",""
P15023,หอมหัวใหญ่ สันป่าตอง เบอร์ 2,หอมหัวใหญ่ สันป่าตอง เบอร์ 2 ขายปลีก,"Onion (No.2, San Pa Tong)","Onion (No.2, San Pa Tong) Retail",พืชอาหาร,Food Crop,ขายปลีก,Retail,"",""
P15024,หอมหัวใหญ่ กาญจนบุรี เบอร์ 0-1,หอมหัวใหญ่ กาญจนบุรี เบอร์ 0-1 ขายปลีก,"Onion (No.0–1, Kanchanaburi)","Onion (No.0–1, Kanchanaburi) Retail",พืชอาหาร,Food Crop,ขายปลีก,Retail,"",""
P15025,หอมหัวใหญ่ กาญจนบุรี เบอร์ 2,หอมหัวใหญ่ กาญจนบุรี เบอร์ 2 ขายปลีก,"Onion (No.2, Kanchanaburi)","Onion (No.2, Kanchanaburi) Retail",พืชอาหาร,Food Crop,ขายปลีก,Retail,"",""
P15026,หอมหัวใหญ่ ห้องเย็น เบอร์ 0-1,หอมหัวใหญ่ ห้องเย็น เบอร์ 0-1 ขายปลีก,"Onion (No.0–1, Cold Storage)","Onion (No.0–1, Cold Storage) Retail",พืชอาหาร,Food Crop,ขายปลีก,Retail,"",""
P15027,หอมหัวใหญ่ ห้องเย็น เบอร์ 2,หอมหัวใหญ่ ห้องเย็น เบอร์ 2 ขายปลีก,"Onion (No.2, Cold Storage)","Onion (No.2, Cold Storage) Retail",พืชอาหาร,Food Crop,ขายปลีก,Retail,"",""
P15028,หอมหัวใหญ่ ฝาง เบอร์ 0-1,หอมหัวใหญ่ ฝาง เบอร์ 0-1 ขายปลีก,"Onion (No.0–1, Fang)","Onion (No.0–1, Fang) Retail",พืชอาหาร,Food Crop,ขายปลีก,Retail,"",""
P15029,หอมหัวใหญ่ ฝาง เบอร์ 2,หอมหัวใหญ่ ฝาง เบอร์ 2 ขายปลีก,"Onion (No.2, Fang)","Onion (No.2, Fang) Retail",พืชอาหาร,Food Crop,ขายปลีก,Retail,"",""
P15030,มันฝรั่ง เกรดโอ,มันฝรั่ง เกรดโอ ขายปลีก,Potato (O-Grade),Potato (O-Grade) Retail,พืชอาหาร,Food Crop,ขายปลีก,Retail,"",""
P15031,มันฝรั่ง เกรดเอ,มันฝรั่ง เกรดเอ ขายปลีก,Potato (A-Grade),Potato (A-Grade) Retail,พืชอาหาร,Food Crop,ขายปลีก,Retail,"",""
P15033,มะขามเปียก แกะเมล็ด,มะขามเปียก แกะเมล็ด ขายปลีก,Tamarind Paste (Seedless),Tamarind Paste (Seedless) Retail,พืชอาหาร,Food Crop,ขายปลีก,Retail,"",""
P15034,มะขามเปียก ไม่แกะเมล็ด,มะขามเปียก ไม่แกะเมล็ด ขายปลีก,Tamarind Paste (With Seeds),Tamarind Paste (With Seeds) Retail,พืชอาหาร,Food Crop,ขายปลีก,Retail,"",""
P15035,กระเจี๊ยบแห้ง,กระเจี๊ยบแห้ง ขายปลีก,Dried Roselle,Dried Roselle Retail,พืชอาหาร,Food Crop,ขายปลีก,Retail,"",""
P15036,ลูกเดือย กะเทาะเปลือก,ลูกเดือย กะเทาะเปลือก ขายปลีก,Pearl Barley,Pearl Barley Retail,พืชอาหาร,Food Crop,ขายปลีก,Retail,"",""
P15037,พริกไทยขาว อย่างดี,พริกไทยขาว อย่างดี ขายปลีก,White Pepper (Premium Quality),White Pepper (Premium Quality) Retail,พืชอาหาร,Food Crop,ขายปลีก,Retail,"",""
P15038,พริกไทยดำ อย่างดี,พริกไทยดำ อย่างดี ขายปลีก,Black Pepper (Premium Quality),Black Pepper (Premium Quality) Retail,พืชอาหาร,Food Crop,ขายปลีก,Retail,"",""
P15039,พริกแห้ง (ยอดสน) อย่างดี,พริกแห้ง (ยอดสน) อย่างดี ขายปลีก,Dried Yod Son Chili ( Premium Quality),Dried Yod Son Chili ( Premium Quality) Retail,พืชอาหาร,Food Crop,ขายปลีก,Retail,"",""
P15040,พริกแห้ง (ยอดสน) อย่างรอง,พริกแห้ง (ยอดสน) อย่างรอง ขายปลีก,Dried Yod Son Chili (Non-Premium Quality),Dried Yod Son Chili (Non-Premium Quality) Retail,พืชอาหาร,Food Crop,ขายปลีก,Retail,"",""
P15041,กระเทียมนำเข้า กระเทียมจีน เบอร์ใหญ่,กระเทียมนำเข้า กระเทียมจีน เบอร์ใหญ่ ขายปลีก,Large Imported Chinese Garlic,Large Imported Chinese Garlic Retail,พืชอาหาร,Food Crop,ขายปลีก,Retail,"",""
P15042,กระเทียมนำเข้า กระเทียมจีน เบอร์กลาง,กระเทียมนำเข้า กระเทียมจีน เบอร์กลาง ขายปลีก,Medium-Sized Imported Chinese Garlic,Medium-Sized Imported Chinese Garlic Retail,พืชอาหาร,Food Crop,ขายปลีก,Retail,"",""
P15043,กระเทียมนำเข้า กระเทียมจีน เบอร์เล็ก,กระเทียมนำเข้า กระเทียมจีน เบอร์เล็ก ขายปลีก,Small Imported Chinese Garlic,Small Imported Chinese Garlic Retail,พืชอาหาร,Food Crop,ขายปลีก,Retail,"",""
P15044,กระเทียมนำเข้า กระเทียมจีน แกะกลีบ,กระเทียมนำเข้า กระเทียมจีน แกะกลีบ ขายปลีก,Imported Chinese Garlic (Clove),Imported Chinese Garlic (Clove) Retail,พืชอาหาร,Food Crop,ขายปลีก,Retail,"",""
P15045,หอมหัวใหญ่ (หอมภาคเหนือ) เบอร์ 0-1,หอมหัวใหญ่ (หอมภาคเหนือ) เบอร์ 0-1 ขายปลีก,Northern Thai Onion (No.0–1),Northern Thai Onion (No.0–1) Retail,พืชอาหาร,Food Crop,ขายปลีก,Retail,"",""
P15046,หอมหัวใหญ่ (หอมภาคเหนือ) เบอร์ 2,หอมหัวใหญ่ (หอมภาคเหนือ) เบอร์ 2 ขายปลีก,Northern Thai Onion (No.2),Northern Thai Onion (No.2) Retail,พืชอาหาร,Food Crop,ขายปลีก,Retail,"",""
P15047,หอมหัวใหญ่ (หอมห้องเย็น) เบอร์ 0-1,หอมหัวใหญ่ (หอมห้องเย็น) เบอร์ 0-1 ขายปลีก,Cold Storage Onion (No.0–1),Cold Storage Onion (No.0–1) Retail,พืชอาหาร,Food Crop,ขายปลีก,Retail,"",""
P15048,หอมหัวใหญ่ (หอมห้องเย็น) เบอร์ 2,หอมหัวใหญ่ (หอมห้องเย็น) เบอร์ 2 ขายปลีก,Cold Storage Onion (No.2),Cold Storage Onion (No.2) Retail,พืชอาหาร,Food Crop,ขายปลีก,Retail,"",""
P16001,ถั่วลิสงกะเทาะเปลือก คัดพิเศษ,ถั่วลิสงกะเทาะเปลือก คัดพิเศษ ขายปลีก,Shelled Peanut (Premium Grade),Shelled Peanut (Premium Grade) Retail,พืชน้ำมันและน้ำมันพืช,Oil Plant and Plant Oil,ขายปลีก,Retail,"",""
P16002,ถั่วลิสงกะเทาะเปลือก คัดธรรมดา,ถั่วลิสงกะเทาะเปลือก คัดธรรมดา ขายปลีก,Shelled Peanut (Standard Grade),Shelled Peanut (Standard Grade) Retail,พืชน้ำมันและน้ำมันพืช,Oil Plant and Plant Oil,ขายปลีก,Retail,"",""
W11024,ไข่เป็ด เล็ก,ไข่เป็ด เล็ก ขายส่ง,Small Duck Egg,Small Duck Egg Wholesale,เนื้อสัตว์,Meat,ขายส่ง,Wholesale,"",""
P16003,ถั่วลิสงกะเทาะเปลือก คละ,ถั่วลิสงกะเทาะเปลือก คละ ขายปลีก,Shelled Peanut (Mixed Grade),Shelled Peanut (Mixed Grade) Retail,พืชน้ำมันและน้ำมันพืช,Oil Plant and Plant Oil,ขายปลีก,Retail,"",""
P16004,น้ำมันถั่วลิสงบริสุทธิ์ บรรจุขวด 2 ลิตร,น้ำมันถั่วลิสงบริสุทธิ์ บรรจุขวด 2 ลิตร ขายปลีก,"2-Liter Bottle of Pure Peanut Oil","2-Liter Bottle of Pure Peanut Oil Retail",พืชน้ำมันและน้ำมันพืช,Oil Plant and Plant Oil,ขายปลีก,Retail,"",""
P16005,น้ำมันถั่วลิสงบริสุทธิ์ บรรจุขวด 1 ลิตร ตรากวางบิน,น้ำมันถั่วลิสงบริสุทธิ์ บรรจุขวด 1 ลิตร ตรากวางบิน ขายปลีก,"1-Liter Bottle of Pure Peanut Oil (Flying Deer Brand)","1-Liter Bottle of Pure Peanut Oil (Flying Deer Brand) Retail",พืชน้ำมันและน้ำมันพืช,Oil Plant and Plant Oil,ขายปลีก,Retail,"",""
P16006,น้ำมันถั่วเหลืองบริสุทธิ์ บรรจุขวด 1 ลิตร ตราองุ่น,น้ำมันถั่วเหลืองบริสุทธิ์ บรรจุขวด 1 ลิตร ตราองุ่น ขายปลีก,"1-Liter Bottle of Pure Soybean Oil (Grape Brand)","1-Liter Bottle of Pure Soybean Oil (Grape Brand) Retail",พืชน้ำมันและน้ำมันพืช,Oil Plant and Plant Oil,ขายปลีก,Retail,"",""
P16007,น้ำมันถั่วเหลืองบริสุทธิ์ บรรจุขวด 1 ลิตร ตรากุ๊ก,น้ำมันถั่วเหลืองบริสุทธิ์ บรรจุขวด 1 ลิตร ตรากุ๊ก ขายปลีก,"1-Liter Bottle of Pure Soybean Oil (Cook Brand)","1-Liter Bottle of Pure Soybean Oil (Cook Brand) Retail",พืชน้ำมันและน้ำมันพืช,Oil Plant and Plant Oil,ขายปลีก,Retail,"",""
P16008,น้ำมันรำข้าวบริสุทธิ์สำเร็จรูป บรรจุขวด 1 ลิตร ตราคิง,น้ำมันรำข้าวบริสุทธิ์สำเร็จรูป บรรจุขวด 1 ลิตร ตราคิง ขายปลีก,"1-Liter Bottle of Refined Rice Bran Oil (King Brand)","1-Liter Bottle of Refined Rice Bran Oil (King Brand) Retail",พืชน้ำมันและน้ำมันพืช,Oil Plant and Plant Oil,ขายปลีก,Retail,"",""
P16009,น้ำมันรำข้าวบริสุทธิ์สำเร็จรูป บรรจุขวด 1 ลิตร ตราชิม,น้ำมันรำข้าวบริสุทธิ์สำเร็จรูป บรรจุขวด 1 ลิตร ตราชิม ขายปลีก,"1-Liter Bottle of Refined Rice Bran Oil (Chim Brand)","1-Liter Bottle of Refined Rice Bran Oil (Chim Brand) Retail",พืชน้ำมันและน้ำมันพืช,Oil Plant and Plant Oil,ขายปลีก,Retail,"",""
P16010,น้ำมันปาล์มสำเร็จรูป บรรจุถุงไม่มีตรา,น้ำมันปาล์มสำเร็จรูป บรรจุถุงไม่มีตรา ขายปลีก,Refined Palm Oil (in Unbranded Bag),Refined Palm Oil (in Unbranded Bag) Retail,พืชน้ำมันและน้ำมันพืช,Oil Plant and Plant Oil,ขายปลีก,Retail,"",""
P16011,น้ำมันปาล์มสำเร็จรูป บรรจุขวด1 ลิตร,น้ำมันปาล์มสำเร็จรูป บรรจุขวด1 ลิตร ขายปลีก,"1-Liter Bottle of Refined Palm Oil","1-Liter Bottle of Refined Palm Oil Retail",พืชน้ำมันและน้ำมันพืช,Oil Plant and Plant Oil,ขายปลีก,Retail,"",""
P16012,มะพร้าวทับสะแก ผลใหญ่ ปอกเปลือก,มะพร้าวทับสะแก ผลใหญ่ ปอกเปลือก ขายปลีก,Large Peeled Thapsakae Coconut,Large Peeled Thapsakae Coconut Retail,พืชน้ำมันและน้ำมันพืช,Oil Plant and Plant Oil,ขายปลีก,Retail,"",""
P16013,มะพร้าวขาวขูด (ไม่ขูดผิว),มะพร้าวขาวขูด (ไม่ขูดผิว) ขายปลีก,White Grated Coconut (Skin Intact),White Grated Coconut (Skin Intact) Retail,พืชน้ำมันและน้ำมันพืช,Oil Plant and Plant Oil,ขายปลีก,Retail,"",""
P16014,น้ำมันมะพร้าวสำเร็จรูป บรรจุปี๊บ 13.75 ลิตร (12.50 กก.),น้ำมันมะพร้าวสำเร็จรูป บรรจุปี๊บ 13.75 ลิตร (12.50 กก.) ขายปลีก,"13.75-Liter (12.50 kg) Tin of Refined Coconut Oil","13.75-Liter (12.50 kg) Tin of Refined Coconut Oil Retail",พืชน้ำมันและน้ำมันพืช,Oil Plant and Plant Oil,ขายปลีก,Retail,"",""
